accommodates,bathrooms,bedrooms,beds,cleaning_fee,host_response_rate,room_type_Entire home/apt,room_type_Private room,instant_bookable_t,"""Air conditioning""","""Coffee maker""","""Cooking basics""","""Family/kid friendly""","""Free parking on premises""","""Hot water""","""Private entrance""","""Self Check-In""","""Wireless Internet""",Kitchen,longitude,latitude,"""Hair dryer""","""Laptop friendly workspace""",log_price,Iron,Shampoo,Hangers,Dryer,Washer,"""First aid kit""",Essentials,"""Smoke detector""",TV,review_scores_rating
2,1.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-73.97242107227522,40.79702916078326,1,1,0.0,1,1,1,0,0,0,1,0,1,91.0
3,1.0,0.0,1.0,1,100,1,0,1,1,0,0,1,0,0,0,0,1,1,-87.61780602965271,41.89386055559482,1,1,0.0,1,1,1,1,1,0,1,1,1,90.0
4,1.0,1.0,1.0,1,100,1,0,0,1,0,0,1,1,0,0,1,1,1,-118.3057713020334,34.16004906875636,1,1,0.0,1,1,1,1,1,1,1,1,1,95.0
1,1.0,1.0,1.0,1,80,0,1,0,1,0,0,0,0,0,0,0,1,1,-74.00916523442041,40.70584073560271,1,0,0.0,1,1,1,1,1,0,1,1,0,88.0
3,1.0,1.0,2.0,1,100,0,1,0,0,0,0,0,0,0,0,0,1,1,-73.96479659274274,40.64908829068303,0,0,0.0,0,0,0,1,1,1,1,1,1,100.0
2,1.0,1.0,1.0,0,100,0,0,0,1,1,1,0,0,1,0,1,1,1,-73.94458540870298,40.81709954030455,1,1,0.0,1,0,1,0,0,1,1,1,0,99.0
1,0.0,1.0,1.0,0,100,0,1,1,1,0,0,0,0,0,0,0,1,0,-73.99407279666102,40.721369235219406,1,0,0.0,1,1,0,0,0,1,0,1,0,79.0
4,1.0,1.0,1.0,1,100,1,0,1,1,0,0,0,0,0,0,0,1,1,-73.95513198929959,40.80343846006235,0,1,0.0,1,0,1,1,1,0,1,1,1,100.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,0,0,0,0,1,0,-118.52578940733032,34.228698875876844,0,0,0.0,0,0,0,0,0,1,1,1,0,97.0
2,1.0,1.0,1.0,1,100,0,1,0,0,0,0,1,0,0,0,0,1,1,-122.43056555827204,37.780647193237,1,1,0.0,1,1,1,1,1,0,1,1,1,95.0
1,1.0,1.0,1.0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-73.92942961615422,40.86227479044105,0,1,0.0,1,1,1,0,0,0,1,1,1,100.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,1,0,0,0,1,1,-118.35387020290683,34.08226531319882,1,1,0.0,1,1,1,1,1,1,1,1,1,97.0
3,1.0,1.0,1.0,1,100,0,1,0,0,0,0,0,0,0,0,0,0,0,-118.29325980425315,33.89646638113114,0,0,0.0,0,0,0,0,0,0,0,1,0,100.0
4,2.0,1.0,2.0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.37279965998928,33.97384676012374,1,1,0.0,1,1,1,1,1,0,1,1,1,100.0
4,1.0,2.0,2.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.94661908874254,40.70892748979208,1,1,0.0,1,1,1,0,0,0,1,1,1,100.0
4,1.0,1.0,2.0,1,100,1,0,1,1,0,0,1,0,0,1,1,1,1,-73.92483421090529,40.6999742908272,1,1,0.0,1,1,1,0,0,1,1,1,1,97.0
5,1.0,2.0,3.0,1,100,1,0,1,1,1,1,1,1,1,1,1,1,1,-73.96660231674748,40.695390726717896,1,1,0.0,1,1,1,0,0,1,1,1,1,100.0
4,1.0,1.0,2.0,1,100,1,0,0,1,0,0,1,0,0,0,1,1,1,-77.00229338406231,38.89169395614621,1,1,0.0,1,1,1,1,1,0,1,1,1,93.0
2,1.0,1.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.95953496382988,40.721074844735696,0,1,0.0,1,1,1,1,1,0,1,1,1,60.0
4,1.0,2.0,2.0,1,100,1,0,1,0,0,0,1,0,0,0,1,1,1,-122.41393362064456,37.75163627046636,1,1,0.0,1,1,1,0,0,1,1,1,1,89.0
2,1.0,1.0,1.0,1,100,0,1,1,1,1,0,1,0,1,0,0,0,1,-73.91857412499934,40.694897934602416,0,0,0.0,1,1,1,0,0,1,1,1,0,100.0
2,1.0,1.0,1.0,1,100,1,0,0,1,0,0,0,0,0,0,0,1,1,-118.40169168550544,34.01962025331797,0,0,0.0,1,0,1,1,1,0,1,0,0,95.0
4,1.5,2.0,4.0,1,100,1,0,0,0,0,0,0,0,0,0,1,1,1,-122.41243237403135,37.80016929363053,1,1,0.0,1,1,1,1,1,0,1,1,1,97.0
6,2.0,2.0,3.0,1,100,1,0,1,1,0,0,1,1,0,1,1,1,1,-118.328402535982,34.106929272868385,1,1,0.0,1,1,1,1,1,1,1,1,1,95.0
2,1.0,1.0,1.0,1,100,0,1,0,0,0,0,0,0,0,0,0,1,1,-73.95140158534717,40.66898327166994,0,1,0.0,1,1,1,0,0,1,1,1,0,97.0
2,1.0,1.0,1.0,1,100,0,1,1,1,1,1,0,0,1,0,0,1,1,-73.95675455476595,40.72625859199544,1,0,0.0,1,0,1,1,1,0,1,1,0,96.0
1,1.5,1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.99999195003537,40.72998206469649,0,0,0.0,0,0,0,0,0,0,1,0,0,83.0
4,1.0,1.0,2.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.94356953560802,40.70017278928373,0,1,0.0,0,1,1,0,0,0,1,1,0,100.0
2,1.0,1.0,1.0,0,100,0,1,1,1,0,0,0,0,0,0,0,1,1,-73.98914505480892,40.72125140770142,1,0,0.0,0,1,1,0,0,1,1,1,0,96.0
3,1.0,1.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-73.91956472991652,40.74589465305319,0,0,0.0,0,0,0,0,0,0,0,1,1,87.0
2,1.0,1.0,1.0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,-122.46663602224454,37.71416455137848,1,1,0.0,1,1,0,0,0,0,1,1,1,80.0
1,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.98535971179227,40.76465565699228,1,0,0.0,1,1,1,0,1,0,1,1,1,93.0
5,1.0,1.0,3.0,1,100,1,0,1,1,0,0,1,0,0,0,0,1,1,-73.93141972039247,40.69169338565123,0,0,0.0,0,0,0,0,0,0,0,1,1,90.0
4,1.0,0.0,3.0,0,100,1,0,1,1,0,0,0,0,0,0,0,1,1,-73.94263115300805,40.80899801121917,1,1,0.0,1,1,1,0,0,0,1,1,1,95.0
1,1.0,1.0,1.0,0,100,0,1,0,1,1,1,0,1,0,0,1,1,1,-71.06709968243767,42.28933068840484,0,1,0.0,0,1,1,1,1,1,1,1,0,100.0
2,1.0,1.0,1.0,1,100,1,0,0,1,0,0,1,0,0,0,1,1,1,-73.97923305268179,40.68674788967308,1,1,0.0,1,1,1,1,1,0,1,1,1,96.0
2,1.0,1.0,1.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.93714595411507,40.83985107619787,0,1,0.0,1,1,1,0,0,1,1,1,1,96.0
4,1.0,2.0,2.0,1,80,1,0,0,1,0,0,0,0,0,0,0,1,1,-73.9679500083686,40.71144256123743,0,1,0.0,0,0,1,0,0,0,0,0,0,93.0
4,1.5,2.0,2.0,1,100,1,0,0,0,1,1,1,0,0,0,1,1,1,-122.41589749890808,37.75418874631512,1,1,0.0,1,1,1,1,1,1,1,1,1,97.0
1,1.0,1.0,1.0,1,100,0,1,0,0,0,0,0,0,0,1,0,1,1,-118.3458477957812,34.15380068854984,1,0,0.0,0,1,1,1,1,1,1,1,1,100.0
1,1.0,1.0,1.0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,-73.94210837907254,40.78575892966978,0,0,0.0,0,0,0,0,0,0,1,1,1,73.0
2,1.0,1.0,1.0,0,43,0,1,0,1,0,0,1,0,0,0,0,1,1,-73.9522281374138,40.77673597709197,0,1,0.0,0,1,1,1,1,0,1,0,1,80.0
2,1.0,1.0,1.0,0,100,0,1,0,1,0,0,0,0,0,0,0,1,0,-122.44667393840136,37.78652066392589,1,0,0.0,1,0,1,1,1,1,1,1,1,100.0
7,1.5,2.0,2.0,1,96,1,0,0,1,0,0,1,0,0,0,0,1,1,-118.25869834436432,34.11210039760096,1,0,0.0,1,1,1,0,0,0,0,1,1,97.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,0,0,0,0,1,1,-74.00004150721169,40.67614893098857,1,0,0.0,1,1,1,0,0,0,1,1,1,100.0
8,2.0,3.0,8.0,1,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-87.68421051882281,42.0004748735361,1,0,0.0,1,1,1,1,1,0,1,1,1,73.0
2,1.0,1.0,1.0,1,100,0,1,1,1,0,0,1,0,0,0,0,1,0,-73.94040604969176,40.81955718637423,1,1,0.0,0,1,0,0,0,1,1,1,0,84.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,1,1,0,0,0,1,1,-118.123112679774,34.15064339805941,1,1,0.0,1,1,1,1,1,1,1,1,1,98.0
4,1.5,1.0,1.0,1,100,1,0,0,1,0,0,0,1,0,0,0,1,1,-118.36887582826203,34.09228077531055,1,1,0.0,1,1,1,1,1,1,1,1,1,100.0
1,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.93286256752741,40.69366539275912,1,0,0.0,1,0,1,0,0,0,1,1,0,98.0
2,1.0,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-118.37998189540434,34.0527743798061,0,0,0.0,0,0,0,1,1,0,1,0,0,100.0
1,1.0,1.0,1.0,0,100,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.98588032036821,40.73883923737541,1,1,0.0,1,1,1,1,0,0,1,0,1,95.0
2,1.0,1.0,1.0,0,100,0,1,1,1,0,0,1,1,0,0,0,1,1,-76.98768692636499,38.861510320714046,1,1,0.0,1,1,1,1,1,1,1,1,1,94.0
3,1.0,0.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,-73.98834366760559,40.71429210083881,0,0,0.0,0,1,0,0,0,0,1,1,0,98.0
2,1.5,1.0,1.0,1,100,0,1,0,0,0,0,0,0,0,0,0,1,0,-73.90004288563594,40.62579625708744,0,0,0.0,0,0,0,0,0,1,1,1,0,95.0
4,1.0,2.0,2.0,1,100,1,0,0,1,0,0,0,1,0,0,0,1,1,-73.95975637974674,40.6892826143824,0,0,0.0,0,1,0,1,1,1,1,1,1,96.0
4,1.0,1.0,2.0,1,93,0,1,1,1,0,0,1,0,0,1,0,1,1,-87.65476271659047,41.94596786040597,1,1,0.0,1,1,1,1,1,1,1,1,1,99.0
2,1.0,1.0,1.0,0,100,0,1,0,1,0,0,1,0,0,0,0,1,1,-87.64955728122592,41.91220889296316,0,0,0.0,0,1,0,1,1,1,1,1,1,98.0
16,2.0,6.0,6.0,1,57,1,0,1,0,0,0,1,0,0,0,0,1,1,-118.34338852240224,34.08488622307199,1,1,0.0,1,1,1,1,1,0,1,0,1,77.0
6,1.0,2.0,3.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.94343513176733,40.70770873898544,0,0,0.0,0,0,0,1,1,0,0,1,1,95.0
2,1.0,1.0,1.0,1,100,0,1,1,1,0,0,1,0,0,0,0,1,0,-76.98363190112809,38.882008799807366,0,0,0.0,0,0,0,0,0,1,1,1,1,94.0
5,2.0,3.0,3.0,1,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.38285867136489,34.13623157629246,0,0,0.0,0,1,0,1,1,1,1,1,1,99.0
2,1.0,0.0,1.0,1,90,1,0,1,1,0,0,1,1,0,0,0,1,1,-76.98352297682278,38.88278816706143,1,1,0.0,1,1,1,1,1,0,1,1,1,98.0
4,2.0,1.0,2.0,1,100,1,0,1,1,0,0,1,0,0,0,0,1,1,-73.98080850724803,40.76541504747739,1,0,0.0,0,1,0,0,0,0,1,1,1,100.0
2,1.0,1.0,1.0,1,86,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.91864517352488,40.76000542271223,1,1,0.0,1,1,1,0,0,0,1,1,1,98.0
3,1.0,1.0,2.0,1,98,0,1,1,1,0,0,1,0,1,0,0,1,1,-73.84676168625367,40.6949772727096,0,1,0.0,0,0,1,0,0,0,1,1,0,90.0
2,1.0,1.0,1.0,1,100,1,0,1,0,1,1,1,0,1,1,1,1,0,-122.4190149822485,37.75893796452685,1,1,0.0,1,1,1,0,0,1,1,1,0,96.0
5,1.0,3.0,3.0,1,100,1,0,1,1,1,1,1,0,0,0,1,1,1,-73.93104755257862,40.69795247295083,1,1,0.0,1,1,1,0,0,1,1,1,1,100.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,1,1,0,0,0,1,1,-71.13189277475922,42.29168980076904,0,0,0.0,1,0,1,0,0,0,0,1,0,100.0
2,1.0,1.0,1.0,1,100,0,1,1,0,0,0,1,1,0,0,0,1,0,-122.49561866854472,37.76013254096708,1,1,0.0,1,1,1,1,1,0,1,1,1,99.0
2,2.5,1.0,1.0,0,100,1,0,0,1,0,0,1,1,0,0,0,1,0,-118.54640563634102,34.199631598266016,1,0,0.0,0,1,0,0,0,0,0,0,1,100.0
2,1.0,1.0,2.0,1,100,1,0,1,1,0,0,1,1,0,1,0,1,1,-74.14665741965663,40.54106368902267,1,1,0.0,1,1,1,0,0,1,1,1,1,100.0
4,1.0,1.0,1.0,0,100,1,0,1,1,0,0,1,1,0,1,1,1,1,-77.0252783128858,38.935824046965415,1,1,0.0,1,1,1,1,1,1,1,1,0,98.0
1,1.0,1.0,1.0,1,100,0,1,1,1,0,0,1,1,0,0,0,1,1,-77.02299862517309,38.9322477559871,0,1,0.0,1,1,1,0,0,1,0,1,0,93.0
12,2.0,6.0,7.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.92570596340595,40.66806223430058,1,1,0.0,1,0,1,0,0,1,1,1,1,95.0
3,1.0,1.0,2.0,1,47,1,0,0,0,0,0,1,0,0,1,0,1,1,-73.99979975235215,40.73662304626522,1,1,0.0,1,1,1,0,0,0,1,0,0,100.0
6,2.0,3.0,3.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,-77.01323472920944,38.91689560351453,0,1,0.0,1,0,0,1,1,0,1,1,1,100.0
5,2.0,2.0,2.0,1,96,1,0,1,1,1,1,1,0,1,0,0,1,1,-71.10174320278966,42.34406564770265,1,1,0.0,1,1,1,1,1,0,1,1,1,93.0
2,1.0,1.0,1.0,0,100,1,0,0,1,0,0,0,1,0,0,0,1,0,-118.33098233330948,34.08592728885826,0,0,0.0,0,0,0,1,1,0,0,0,1,94.0
3,1.5,1.0,2.0,1,100,0,1,0,1,0,0,0,1,0,0,0,1,1,-87.72412752748212,41.94511804080127,1,1,0.0,1,1,1,1,1,1,1,1,1,98.0
2,1.0,0.0,1.0,1,100,0,1,0,1,0,0,1,0,0,0,0,1,1,-73.99222670096592,40.757449420431314,1,1,0.0,0,0,1,1,1,0,1,1,1,91.0
3,1.0,0.0,1.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.98512445555616,40.73172132112243,1,1,0.0,1,1,1,0,0,0,1,1,1,93.0
2,1.0,1.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,-122.44163294812913,37.78938340808171,0,1,0.0,0,0,1,0,0,0,1,1,1,100.0
2,1.0,0.0,1.0,1,83,1,0,0,1,0,0,0,0,0,0,0,1,1,-73.98084481840257,40.67818555727504,1,1,0.0,1,1,1,0,0,0,1,1,1,98.0
3,1.0,1.0,2.0,1,100,0,1,0,1,1,1,0,1,1,0,0,1,1,-73.92039216507591,40.86345358011189,1,1,0.0,1,1,1,0,0,1,1,1,1,89.0
5,1.5,2.0,3.0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,-118.33447942462558,33.996653049021155,0,0,0.0,0,1,1,1,1,0,1,1,1,96.0
4,1.0,1.0,3.0,1,100,0,1,0,1,0,0,1,0,0,0,0,1,1,-118.00336987132007,34.045019099265275,1,1,0.0,1,0,1,1,1,1,0,1,1,87.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.93734495035511,40.8358690652016,0,0,0.0,1,1,1,0,0,0,1,1,1,100.0
3,1.0,1.0,1.0,1,100,0,1,0,0,0,0,0,0,0,0,0,1,1,-73.92318032459264,40.83735751748075,0,0,0.0,0,0,0,0,0,1,1,1,0,82.0
2,1.0,1.0,1.0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,-73.94765784740609,40.68559554371517,0,0,0.0,0,1,0,1,1,0,1,1,0,100.0
5,1.0,2.0,3.0,1,100,1,0,1,0,0,0,1,0,0,0,0,1,1,-122.43815918524992,37.799550934702026,1,1,0.0,1,1,1,1,1,1,1,1,1,96.0
4,1.0,1.0,2.0,1,100,1,0,1,1,0,0,1,0,0,0,0,1,1,-118.32712551612951,34.10048342193556,1,1,0.0,1,1,1,1,1,1,1,1,1,99.0
6,1.0,2.0,3.0,1,100,1,0,0,1,0,0,0,1,0,0,0,1,1,-118.18624773295772,34.102976675121305,0,0,0.0,0,0,0,1,1,0,1,1,1,100.0
4,1.0,1.0,2.0,1,100,1,0,1,1,0,0,1,1,0,0,0,1,1,-118.19248239995288,33.77066116618179,1,1,0.0,1,1,1,1,1,1,1,1,1,96.0
4,1.0,1.0,2.0,1,100,1,0,1,1,0,0,1,0,0,0,0,1,1,-73.9654743182689,40.80546212524917,1,0,0.0,0,0,1,1,1,0,1,1,0,100.0
2,1.0,1.0,1.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-118.2879310450055,34.094666622263105,1,0,0.0,1,0,1,1,1,0,1,1,1,91.0
4,1.0,1.0,2.0,1,100,0,1,0,1,0,0,0,1,0,0,0,1,0,-118.19799126888992,34.132022187381764,1,1,0.0,1,1,1,0,0,1,1,1,1,100.0
2,2.0,1.0,1.0,1,100,1,0,0,0,0,0,1,1,0,0,0,1,1,-118.25488293160588,34.10040686671087,1,1,0.0,1,1,1,1,1,1,1,1,1,95.0
3,2.0,1.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.9527478260762,40.717690859228256,1,0,0.0,0,1,1,1,1,1,1,1,0,98.0
2,1.0,1.0,1.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.9533241709164,40.68560496786557,0,0,0.0,0,1,0,1,1,0,1,0,0,96.0
2,1.0,1.0,1.0,1,100,1,0,1,0,0,0,0,0,0,0,0,1,1,-73.95211768692477,40.8279285978789,0,1,0.0,1,0,0,0,0,0,1,1,1,100.0
2,1.0,1.0,1.0,1,100,1,0,1,1,0,1,0,0,0,0,0,1,1,-73.98957387793135,40.76951884207899,0,0,0.0,0,0,0,0,0,0,1,1,1,96.0
2,1.0,1.0,2.0,1,75,1,0,0,1,0,0,1,0,0,0,0,1,1,-74.01211254645914,40.65474690142758,1,1,0.0,1,1,1,0,0,0,1,0,1,92.0
16,3.0,4.0,8.0,1,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.36867103941178,34.11242448296319,1,1,0.0,1,1,1,1,1,1,1,1,1,100.0
4,1.0,2.0,3.0,0,100,1,0,0,0,0,0,1,0,0,0,0,1,1,-122.476977407116,37.7439865836405,0,0,0.0,1,1,1,1,1,1,1,1,1,90.0
6,1.0,2.0,3.0,1,100,1,0,0,1,0,0,1,1,0,1,0,1,0,-118.61050230574894,34.13211620364652,1,1,0.0,1,1,1,1,1,1,1,1,1,97.0
2,1.0,1.0,1.0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,-73.9549188197972,40.735131247067336,1,1,0.0,1,1,1,0,0,1,1,1,1,90.0
1,1.0,1.0,1.0,0,100,0,1,0,1,0,0,0,1,0,0,0,1,1,-77.02520924411911,38.94543688964133,0,0,0.0,0,1,0,1,1,1,1,1,0,80.0
4,2.0,2.0,2.0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,-122.43247419631616,37.787982639813904,1,1,0.0,1,1,1,1,1,0,1,1,1,85.0
2,1.0,0.0,1.0,1,100,1,0,0,1,0,0,0,0,0,0,1,1,1,-77.05190507704003,38.9044331700881,1,0,0.0,1,1,1,1,1,0,1,1,1,96.0
2,2.0,1.0,1.0,1,100,0,1,0,0,1,1,1,0,1,0,0,1,1,-73.9307365265426,40.68545457902301,0,1,0.0,0,0,1,1,0,0,1,0,1,100.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.93626706888269,40.80195665426458,0,1,0.0,0,1,1,0,0,1,1,1,0,95.0
2,1.0,1.0,1.0,0,100,0,1,0,0,0,0,0,0,0,0,0,1,0,-122.43865981073252,37.767687636638605,1,0,0.0,1,1,0,0,0,0,1,1,0,95.0
4,3.0,2.0,2.0,1,100,0,1,1,1,0,0,0,0,0,0,1,1,1,-73.89509568891918,40.86913892436912,1,0,0.0,1,0,1,0,0,1,1,1,0,90.0
2,1.0,0.0,1.0,1,100,1,0,0,1,0,0,0,0,0,0,0,0,1,-77.05026693440038,38.903321674192725,1,1,0.0,1,1,1,0,0,1,1,1,1,90.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,0,1,0,0,0,0,1,1,-73.83421753466753,40.88240549480562,0,1,0.0,0,1,1,0,0,1,1,1,1,100.0
4,2.5,2.0,2.0,1,100,1,0,0,1,0,0,1,0,0,0,0,1,1,-76.98234014534097,38.87936218941496,1,1,0.0,1,1,1,1,1,1,1,1,1,100.0
2,2.0,1.0,1.0,1,100,0,1,1,1,1,1,1,0,1,0,1,1,1,-73.97822229717707,40.74042352457473,1,1,0.0,0,1,1,1,1,1,1,1,1,100.0
1,1.0,1.0,1.0,1,100,0,1,0,0,0,0,1,0,0,0,0,1,1,-118.34714767466106,34.152152316781105,0,0,0.0,0,1,0,1,1,1,1,1,1,97.0
3,1.0,1.0,1.0,1,80,1,0,0,1,0,0,1,0,0,0,0,1,1,-73.98681732977468,40.76550198399968,1,1,0.0,1,1,1,0,0,1,1,1,1,99.0
3,1.0,1.0,2.0,1,90,1,0,0,1,0,0,1,0,0,0,1,1,1,-118.47412845957236,33.990307606228264,0,1,0.0,1,0,0,1,1,0,1,1,0,89.0
2,1.0,0.0,1.0,1,100,1,0,0,1,0,0,0,0,0,1,1,1,1,-77.05853550652864,38.92401258823647,1,1,0.0,1,1,1,0,0,1,1,1,1,98.0
1,1.0,1.0,1.0,0,100,0,1,0,1,0,0,0,0,0,0,0,1,1,-73.98865944806764,40.76018935902432,1,0,0.0,0,0,0,1,1,0,0,1,1,94.0
7,2.0,2.0,4.0,1,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-117.90056302706856,33.98710382315655,0,0,0.0,0,1,0,1,1,0,1,1,0,20.0
2,1.0,1.0,1.0,0,100,0,1,0,0,0,0,1,0,0,0,0,1,1,-118.15407399020609,33.77137247856896,1,1,0.0,1,1,1,1,1,0,1,1,1,95.0
2,1.0,1.0,1.0,0,80,1,0,0,0,0,0,0,0,0,0,0,1,1,-73.93530109126714,40.686420280446725,0,0,0.0,0,0,0,0,0,0,1,0,0,73.0
6,2.5,3.0,3.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,-118.35509598307172,33.8746556083905,1,1,0.0,1,1,1,0,0,1,1,1,1,100.0
7,1.0,2.0,4.0,1,100,1,0,0,1,1,1,1,0,1,0,1,1,1,-73.98430616667198,40.72918420972813,1,1,0.0,1,1,1,0,0,1,1,1,1,100.0
3,1.0,1.0,1.0,1,100,0,1,0,1,0,0,1,0,0,0,0,1,1,-73.94981885395539,40.77328241840475,0,1,0.0,0,1,0,0,0,0,1,1,0,100.0
3,1.0,1.0,1.0,1,100,0,1,1,1,0,0,0,0,0,0,1,1,1,-118.28758615336992,34.05706942257872,1,1,0.0,1,1,1,1,1,1,1,1,1,100.0
4,2.0,2.0,2.0,1,100,1,0,0,0,0,0,1,1,0,0,0,1,1,-118.32002831706522,34.12729543788175,0,0,0.0,0,0,0,1,1,0,0,1,1,100.0
6,2.0,2.0,2.0,1,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-118.35882085952824,34.069061308692724,1,1,0.0,1,1,1,1,1,0,0,1,1,100.0
8,1.0,3.0,4.0,1,100,1,0,1,1,0,0,1,1,0,1,1,1,1,-77.02183224518225,38.9404109135933,0,1,0.0,1,0,1,1,1,1,1,1,1,95.0
2,1.5,1.0,1.0,1,100,1,0,0,0,0,0,0,0,0,0,0,1,1,-122.40399946037552,37.78220135855289,0,0,0.0,0,1,0,1,1,0,0,0,1,97.0
2,1.0,1.0,1.0,1,93,1,0,1,0,0,0,1,0,0,0,0,1,1,-118.29804969975888,34.080435949127505,1,0,0.0,1,1,1,0,0,1,1,1,1,94.0
4,2.0,3.0,3.0,1,67,1,0,0,1,0,0,1,1,0,0,0,1,1,-87.68181153802931,41.90095192262419,0,0,0.0,0,0,0,1,1,0,1,0,1,95.0
2,2.0,1.0,2.0,1,99,0,1,0,1,0,0,0,0,0,0,1,1,1,-73.92143666522672,40.694296399033774,1,1,0.0,1,0,1,0,0,0,1,0,0,86.0
2,1.0,1.0,1.0,0,100,0,1,0,1,0,0,0,1,0,1,0,1,1,-118.373079635368,34.099391836516205,1,0,0.0,1,1,1,0,0,1,1,1,1,100.0
2,1.0,1.0,1.0,1,70,1,0,0,1,0,0,0,0,0,0,0,1,1,-74.00042972242545,40.73760699045045,1,1,0.0,0,0,1,0,0,0,1,0,0,93.0
8,3.0,4.0,4.0,1,100,1,0,0,0,0,0,1,1,0,0,1,1,1,-118.86840761603705,34.037275947445465,1,1,0.0,1,1,1,1,1,0,1,1,1,97.0
3,1.0,1.0,1.0,0,100,1,0,0,1,0,0,1,1,0,0,0,1,1,-73.99337564369641,40.734180979556605,1,1,0.0,0,1,1,1,1,1,1,1,1,100.0
2,1.0,1.0,1.0,1,100,1,0,0,0,0,0,1,0,0,0,0,1,1,-118.46463963937386,33.99363250299468,1,1,0.0,1,1,1,0,0,0,1,0,1,100.0
2,1.0,1.0,1.0,1,100,1,0,0,0,0,0,0,0,0,0,0,1,1,-118.28854656931463,34.11158811513259,0,0,0.0,0,0,1,1,1,0,1,1,0,100.0
2,1.0,1.0,1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-74.01401913277567,40.71829329597677,0,0,0.0,0,0,0,1,1,0,0,1,0,95.0
9,1.0,3.0,4.0,1,100,1,0,0,1,0,1,1,0,1,1,0,1,1,-73.88290740159229,40.739015819483136,1,0,0.0,1,0,1,0,0,1,1,1,0,100.0
2,1.0,1.0,1.0,1,100,0,1,0,1,0,1,0,0,1,0,0,1,1,-87.6253005386545,41.88151174550693,1,1,0.0,1,1,1,1,1,0,1,1,0,100.0
2,1.0,1.0,1.0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,-118.38931628832236,34.14719582044548,1,1,0.0,0,1,1,1,1,1,1,1,1,87.0
4,1.0,1.0,2.0,1,100,1,0,1,1,0,0,1,1,0,1,1,1,1,-118.11228025471164,34.158854538415454,1,1,0.0,1,1,1,0,0,1,1,1,1,100.0
2,1.0,1.0,1.0,0,100,0,1,1,1,0,0,0,1,0,0,0,1,0,-118.19302374137456,33.791586082126905,1,1,0.0,1,1,1,0,0,1,1,1,1,50.0
1,1.0,1.0,1.0,1,100,0,1,0,0,0,0,1,0,0,0,0,1,1,-122.42139528453556,37.76489654018083,1,0,0.0,1,1,1,1,1,1,1,1,1,96.0
3,1.0,1.0,1.0,0,100,1,0,0,1,0,0,0,0,0,0,0,1,1,-118.25222880228958,34.047611325434744,1,1,0.0,1,1,1,1,1,1,1,1,1,99.0
